,Job Name,Company Name,City Name,Payment,Payment Rate,Begin Date,End Date,Job Order,Telephone,Email,Web,Full Time,Workers Needed,Job Duties,Experience Required,Experience Months,Special Requirements,Hours Per Week,Schedule
807,Housekeepers,Hampton Inn & Suites,"Aberdeen, SD",$12.25,hour,10/20/2022,7/31/2023,View Job Order,+16052251712,nkessler@lamontcompanies.com,,Yes,3,"Workers will perform any combination of light cleaning duties to maintain private commercial establishments,
such as hotels, in a clean and orderly manner. Duties may include making beds, replenishing linens, cleaning
rooms and halls, and vacuuming. Keep storage areas and carts well-stocked, clean, and tidy. Carry linens, towels,
toilet items, and cleaning supplies, using wheeled carts. Clean rooms, hallways, lobbies, lounges, restrooms,
corridors, elevators, stairways, locker rooms, and other work areas so that health standards are met. Empty
wastebaskets, empty and clean ashtrays, and transport other trash and waste to disposal areas. Sweep, scrub,
wax, or polish floors, using brooms, mops, or powered scrubbing and waxing machines.",Yes,3,"WORKERS MAY BE REQUIRED TO WORK ADDITIONAL HOURS DEPENDING AND WORKLOAD AND MAY ALSO HAVE DAYS OFF DURING THE WEEK. WORKERS WILL WORK A MINIMUM OF 35 HOURS PER WEEK.

EMPLOYER WILL OFFER 42 HOURS P/W, M-SU 8 AM TO 3 PM VARYING SHIFTS AND DAYS. WORKERS WILL WORK VARYING DAYS, TYPICAL FIVE DAYS WORK WEEK WITH TWO DAYS OFF. WORKERS MAY BE REQUESTED TO WORK ADDITIONAL DAYS DEPENDING ON WORKLOAD.",42,8:00 A.M. - 3:00 P.M.
808,Housekeepers,Fairfield Inn and Suites,"Aberdeen, SD",$12.25,hour,10/20/2022,7/31/2023,View Job Order,+16052251712,nkessler@lamontcompanies.com,,Yes,3,"Workers will perform any combination of light cleaning duties to maintain private commercial establishments,
such as hotels, in a clean and orderly manner. Duties may include making beds, replenishing linens, cleaning
rooms and halls, and vacuuming. Keep storage areas and carts well-stocked, clean, and tidy. Carry linens, towels,
toilet items, and cleaning supplies, using wheeled carts. Clean rooms, hallways, lobbies, lounges, restrooms,
corridors, elevators, stairways, locker rooms, and other work areas so that health standards are met. Empty
wastebaskets, empty and clean ashtrays, and transport other trash and waste to disposal areas. Sweep, scrub,
wax, or polish floors, using brooms, mops, or powered scrubbing and waxing machines.",Yes,3,"WORKERS MAY BE REQUIRED TO WORK ADDITIONAL HOURS DEPENDING AND WORKLOAD AND MAY ALSO HAVE DAYS OFF DURING THE WEEK. WORKERS WILL WORK A MINIMUM OF 35 HOURS PER WEEK.

EMPLOYER WILL OFFER 42 HOURS P/W, M-SU 8 AM TO 3 PM VARYING SHIFTS AND DAYS. WORKERS WILL WORK VARYING DAYS, TYPICAL FIVE DAYS WORK WEEK WITH TWO DAYS OFF. WORKERS MAY BE REQUESTED TO WORK ADDITIONAL DAYS DEPENDING ON WORKLOAD",42,8:00 A.M. - 3:00 P.M.
809,Forestry Worker,Korworld Inc.,"Emporia, VA",$12.17-$23.56,hour,10/25/2022,6/30/2023,View Job Order,+16673058877,angelhernandez@korworldinc.com,https://www.vawc.virginia.gov,Yes,60,"Duties may include: Carrying a 20 Lb bag and digging a hole using a 10 Lb hoedad tool to plant seedlings. Other activities including tree planting, brush cutting, chipping, bud capping, backpack spraying for weeds, and lifting and packing of seedlings & other related Forestry Worker activities as per SOC/OES 45-4011 (onetonline.org).

Possible weekend/holiday work.

At Employer’s sole discretion: possible raises and/or bonuses based on individual factors such as work performance or skill (not guaranteed).",No,,"Must be 18 due to travel. Must show proof of legal authorization to work in the United States. Drug/alcohol/tobacco free work zone. Must walk substantially (up to 15 miles/day), also stoop, bend while carrying a pack (up to 40lbs) thru rough terrain (non-trail). All applicants must be able, willing, qualified to perform work described and must be available for the entire period specified and work throughout all areas of intended employment.  Outdoors, exposed to weather; must be capable of doing physically strenuous labor for long hours, occasionally in extreme heat or cold. Variable weather conditions apply; hours may fluctuate (+/-), possible downtime and/or OT.
",40,8:00 A.M. - 4:30 P.M.
810,Advanced Housekeeper,Four Seasons Resort and Residences Vail,"Vail, CO",$17.76,hour,10/27/2022,4/18/2023,View Job Order,+19704778845,meredith.macfarlane@fourseasons.com,,Yes,17,"Clean and maintain guest accommodations at luxury property. Make beds and change linens. Clean bathrooms. Dust furniture, window ledges and shelves. Vacuum carpeted areas. Stock guest rooms with amenities. Remove refuse. Report damage to guest rooms and report lost items. Maintain carts and linen rooms. Comply with Four Seasons policies, procedures and standards of operation. May also help with turn down service. Clean common areas such as lobbies, hallways, bathrooms and recreation areas. Comply with all OSHA standards.

***HOURLY WORK SCHEDULE CONTINUED FROM ITEM F.A.6...Schedule, hours and shifts vary.",Yes,12,"Must have a minimum of one year of housekeeping experience. Must be able to lift 50 lbs.
",35,8:00 A.M. - 4:30 P.M.
811,Dishwasher/steward,Vail Corporation,"Vail, CO",$20.00,hour,10/28/2022,4/16/2023,View Job Order,+13034041800,mnowacki@vailresorts.com,,Yes,29,"Wash dishes, glasses, utensils, pots, pans, and related food preparation and serving items and equipment. Operate dishwashers. Check washed items for cleanliness.  Store clean items and equipment. Ensure kitchen, line, and restaurant floor are stocked with correct amount of china, glassware, and utensils during hours of operation. Clean and maintain dish room area, pot sinks, front and back line kitchens, and other areas. Sort and remove trash and break down food storage bins. Sweep, brush, and mop floor to avoid slips and falls. Clean drains and kitchen mats.  Use personal protective gear including rubber gloves. ***HOURLY WORK SCHEDULE - CONTINUED FROM ITEM F.a.6...Schedule, hours and shifts vary.  ***ADDITIONAL PLACES OF EMPLOYMENT AND WAGE INFORMATION – CONTINUED FROM ITEM F.c.1...For county name, please see uploaded Appendix A attachment.",No,,"Must be able to stand for extended periods of time.  Must be able to lift up to 40 pounds. 
",35,8:00 A.M. - 11:00 P.M.
812,Horse Show Groom,"Stars Hollow Farms, LLC","Thermal, CA",$17.84,hour,10/28/2022,8/27/2023,View Job Order,+13102547609,devon.gibson@icloud.com,,Yes,5,"Horse Show Groom is to care for and maintain show horses for competition. Inspect horses, exercise, groom, bathe, feed, water, bandage legs, tack up, administer supplements and medicine, maintain stalls and equipment. Accompany horses to horse shows in California. Tues-Sun, 7:30am-3:30pm.",Yes,3,"Travel and transportation is a business necessity and requirement.

Reference checks will be conducted and are a hiring requirement.
",42,7:00 P.M. - 3:30 P.M.
813,Show Horse Groom,Riverside Equestrian Center,"Petaluma, CA",$17.53,hour,10/28/2022,8/27/2023,View Job Order,+14155181277,meredithherman@icloud.com,,Yes,9,"Show Horse Groom is to care for and maintain show horses for competition. Inspect horses, exercise, groom, bathe, feed, water, bandage legs, tack up, administer supplements and medicine, maintain stalls and equipment. Tues-Sun, split shift 7:30am-12pm and 2pm-5pm.",Yes,3,Reference checks will be conducted and are a hiring requirement.,45,7:30 A.M. - 5:00 P.M.
814,Horse Show Groom,"Round Meadow Farm, LLC","Atherton, CA",$19.10,hour,10/28/2022,8/27/2023,View Job Order,+16504443200,pmmunk314@yahoo.com,,Yes,3,"Horse Show Groom is to care for and maintain show horses for competition. Inspect horses, exercise, groom, bathe, feed, water, bandage legs, tack up, administer supplements and medicine, maintain stalls and equipment. Accompany horses to horse shows in California. Tue-Fri, split shift 8am-12pm and 1pm-5pm, Sat, 12pm-5pm and Sun, 7am-12pm.",Yes,3,"Travel and transportation is a business necessity and requirement.

Reference checks will be conducted and are a hiring requirement.
",42,7:00 A.M. - 5:00 P.M.
815,Janitor,Vail Corporation,"Keystone, CO",$21.00,hour,10/28/2022,4/14/2023,View Job Order,+13034041800,mnowacki@vailresorts.com,,Yes,16,"Assist in janitorial duties of resort facilities including cleaning of common areas and restrooms. Sweep, mop, vacuum, and clean floors. Use disinfectant to clean sinks and toilets.  Clean mirrors, windows, and walls.  Restock facial tissue, toilet tissue, and paper towels in restrooms. Take out trash and recyclables. Clean associated facilities including working outside to retrieve trash and recyclables from receptacles. Restock supplies. Maintain supply closets, cleaning equipment, and tools. Clean off tables. Communicate maintenance needs to ensure timely reporting of issues. Engage in positive interactions with guests and staff while exhibiting Vail Resorts’ Core Values.

***HOURLY WORK SCHEDULE - CONTINUED FROM ITEM F.a.6...Schedule, hours and shifts vary.

***ADDITIONAL PLACES OF EMPLOYMENT AND WAGE INFORMATION - CONTINUED FROM ITEM F.c.1...For county name, please see uploaded Appendix A attachment.",No,,"Must be able to stand for extended periods of time. Must be able to lift and carry up to 75 pounds.
",35,9:00 A.M. - 5:00 P.M.
816,Dishwasher,Palisades Tahoe,"Olympic Valley, CA",$15.00-$21.00,hour,10/30/2022,4/30/2023,View Job Order,+15305846081,sehlers@palisadestahoe.com,,Yes,8,"Responsible for washing dishes and all cooking materials by machine or hand, maintaining kitchen work areas and equipment in clean condition, sweeping and scrubbing floors, and sorting and removing trash.",Yes,6,"Criminal background check pre-hire when residing in employee housing only. 
Must be a minimum 15 years of age
Lift approximately 50 lbs on a regular basis
Ability to stand for long periods of time
6 months Dishwasher experience in a fine-dining or high-volume environment at a high-end restaurant, resort, or private club required. On-The-Job Training Is Provided.
35 hours per week.  Shifts available 7 days a week including weekends and holidays. 7am to 3:30pm; 9am to 5:30pm, 11am to 7:30pm, 3pm to 11:30pm. Wage Per Hour: $15.00 - $21.00. Overtime possible at $22.50 - $31.50 per hour

",35,7:00 A.M. - 3:30 P.M.
